,serialNm,tradeYM,tradeDay,buildYear,dong,aptName,jySize,floor,price,siguCode,dongCode,add1
152,11680-427,2020-02,12,1983, 압구정동,현대13차(208~211동),108.47,7,264000,11680,11000,448
153,11680-422,2020-02,13,1980, 압구정동,현대8차(성수현대:91~95동),107.64,12,236000,11680,11000,481
154,11680-20,2020-02,15,1987, 압구정동,미성2차,118.63,6,253000,11680,11000,397
155,11680-378,2020-02,15,1977, 압구정동,한양1차(영동한양),63.87,8,200000,11680,11000,490
156,11680-20,2020-02,17,1987, 압구정동,미성2차,74.4,13,195000,11680,11000,397
157,11680-22,2020-02,17,1996, 압구정동,현대빌라트,181.81,5,350000,11680,11000,446
158,11680-426,2020-02,22,1982, 압구정동,신현대12차,122.27,1,280000,11680,11000,434
159,11680-382,2020-02,26,1979, 압구정동,한양5,115.24,5,260000,11680,11000,513
160,11680-4090,2020-02,8,2012, 세곡동,세곡푸르지오,59.89,6,109000,11680,11100,533
161,11680-4199,2020-02,8,2013, 세곡동,강남엘에이치1단지,59.99,10,108000,11680,11100,579
162,11680-4090,2020-02,15,2012, 세곡동,세곡푸르지오,84.83,8,132500,11680,11100,533
163,11680-4090,2020-02,15,2012, 세곡동,세곡푸르지오,84.83,13,133000,11680,11100,533
164,11680-4090,2020-02,15,2012, 세곡동,세곡푸르지오,59.89,5,109500,11680,11100,533
165,11680-4199,2020-02,17,2013, 세곡동,강남엘에이치1단지,59.89,9,108200,11680,11100,579
166,11680-4199,2020-02,18,2013, 세곡동,강남엘에이치1단지,59.99,10,104000,11680,11100,579
167,11680-4199,2020-02,24,2013, 세곡동,강남엘에이치1단지,59.86,8,105000,11680,11100,579
168,11680-4003,2020-02,27,2011, 세곡동,강남데시앙파크,84.97,7,105000,11680,11100,525
169,11680-4199,2020-02,28,2013, 세곡동,강남엘에이치1단지,59.89,15,109200,11680,11100,579
170,11680-4319,2020-02,12,2014, 자곡동,래미안강남힐즈,101.94,8,160000,11680,11200,611
171,11680-4298,2020-02,15,2014, 자곡동,강남한양수자인(4단지),114.46,5,165000,11680,11200,BL-4
172,11680-4298,2020-02,17,2014, 자곡동,강남한양수자인(4단지),84.99,2,141000,11680,11200,BL-4
173,11680-4319,2020-02,19,2014, 자곡동,래미안강남힐즈,91.96,7,144500,11680,11200,611
174,11680-4298,2020-02,24,2014, 자곡동,강남한양수자인(4단지),59.97,5,120000,11680,11200,BL-4
175,,2020-02,1,2018, 일원동,래미안 개포 루체하임,71.65,6,212000,11680,11400,741
176,11680-299,2020-02,14,1993, 일원동,가람,75.16,2,168000,11680,11400,735
177,11680-309,2020-02,14,1994, 일원동,한솔마을,84.73,4,160000,11680,11400,731
178,11680-304,2020-02,14,1994, 일원동,샘터마을,101.97,11,175000,11680,11400,718
179,11680-308,2020-02,16,1994, 일원동,푸른마을 아파트 101동~111동,84.93,10,160000,11680,11400,719
180,11680-301,2020-02,19,1993, 일원동,목련타운,134.71,11,200000,11680,11400,716
181,11680-301,2020-02,22,1993, 일원동,목련타운,99.79,7,185000,11680,11400,716
182,11680-305,2020-02,22,1992, 일원동,수서,39.98,10,86000,11680,11400,711
183,11680-301,2020-02,24,1993, 일원동,목련타운,99.79,14,182000,11680,11400,716
184,11680-301,2020-02,25,1993, 일원동,목련타운,134.71,8,220000,11680,11400,716
185,11680-4324,2020-02,1,2014, 수서동,강남데시앙포레,84.92,2,151000,11680,11500,559
186,11680-314,2020-02,4,1993, 수서동,까치마을,49.5,9,99800,11680,11500,746
187,11680-314,2020-02,5,1993, 수서동,까치마을,34.44,6,76000,11680,11500,746
188,11680-319,2020-02,5,1992, 수서동,신동아,33.18,7,86000,11680,11500,736
189,11680-314,2020-02,8,1993, 수서동,까치마을,39.6,4,84000,11680,11500,746
190,11680-317,2020-02,11,1992, 수서동,삼익,60,3,115500,11680,11500,708
191,11680-314,2020-02,12,1993, 수서동,까치마을,39.6,15,85000,11680,11500,746
192,11680-314,2020-02,12,1993, 수서동,까치마을,39.6,9,86000,11680,11500,746
193,11680-314,2020-02,13,1993, 수서동,까치마을,39.6,1,83000,11680,11500,746
194,11680-314,2020-02,15,1993, 수서동,까치마을,34.44,2,75700,11680,11500,746
195,11680-318,2020-02,15,1993, 수서동,수서한아름,129.45,10,162500,11680,11500,712
196,11680-314,2020-02,15,1993, 수서동,까치마을,34.44,4,77000,11680,11500,746
197,11680-314,2020-02,19,1993, 수서동,까치마을,39.6,12,89800,11680,11500,746
198,11680-318,2020-02,19,1993, 수서동,수서한아름,163.68,10,181500,11680,11500,712
199,11680-314,2020-02,20,1993, 수서동,까치마을,34.44,8,79000,11680,11500,746
200,11680-314,2020-02,21,1993, 수서동,까치마을,39.6,6,87000,11680,11500,746
201,11680-319,2020-02,21,1992, 수서동,신동아,33.18,8,84900,11680,11500,736
202,11680-319,2020-02,22,1992, 수서동,신동아,33.18,9,85500,11680,11500,736
203,11680-319,2020-02,27,1992, 수서동,신동아,33.18,13,89800,11680,11500,736
204,11680-316,2020-02,29,1997, 수서동,삼성,84.97,7,154000,11680,11500,747
205,11680-560,2020-02,1,2004, 도곡동,대우디오빌,25.89,15,26600,11680,11800,952
206,11680-3623,2020-02,3,2006, 도곡동,도곡렉슬,59.9818,5,185000,11680,11800,527
207,11680-3623,2020-02,3,2006, 도곡동,도곡렉슬,119.8906,1,263000,11680,11800,527
208,11680-365,2020-02,5,2003, 도곡동,타워팰리스2,164.99,24,258500,11680,11800,467-17
209,11680-470,2020-02,5,2004, 도곡동,타워팰리스3,124.641,51,215000,11680,11800,467-29
210,11680-323,2020-02,7,1999, 도곡동,대림아크로빌,172.467,29,219000,11680,11800,467-6
211,11680-3623,2020-02,7,2006, 도곡동,도곡렉슬,114.9931,4,241000,11680,11800,527
212,11680-711,2020-02,7,2003, 도곡동,원팰리스,103.23,3,95000,11680,11800,952-14
213,11680-3623,2020-02,8,2006, 도곡동,도곡렉슬,84.9984,16,230000,11680,11800,527
214,11680-4474,2020-02,10,2016, 도곡동,한라비발디,84.9569,2,172500,11680,11800,972
215,11680-320,2020-02,11,2005, 도곡동,경남,59.76,5,132000,11680,11800,967
216,11680-3731,2020-02,11,2007, 도곡동,도곡스타클래스,112.75,12,129000,11680,11800,957-11
217,11680-3623,2020-02,12,2006, 도곡동,도곡렉슬,84.9984,6,230000,11680,11800,527
218,11680-3623,2020-02,13,2006, 도곡동,도곡렉슬,84.9984,2,230500,11680,11800,527
219,11680-364,2020-02,14,2002, 도곡동,타워팰리스1,164.97,19,265000,11680,11800,467
220,11680-3623,2020-02,14,2006, 도곡동,도곡렉슬,134.9023,14,320000,11680,11800,527
221,11680-365,2020-02,14,2003, 도곡동,타워팰리스2,164.99,37,295000,11680,11800,467-17
222,11680-331,2020-02,15,2001, 도곡동,삼성래미안,59.96,7,157000,11680,11800,91-5
223,11680-3623,2020-02,17,2006, 도곡동,도곡렉슬,84.9984,10,231000,11680,11800,527
224,11680-3879,2020-02,18,2010, 도곡동,도곡지웰카운티 101동,107.11,5,168000,11680,11800,199-4
225,11680-3623,2020-02,19,2006, 도곡동,도곡렉슬,84.9984,7,230000,11680,11800,527
226,11680-3623,2020-02,19,2006, 도곡동,도곡렉슬,59.9937,22,162000,11680,11800,527
227,11680-3623,2020-02,20,2006, 도곡동,도곡렉슬,59.9772,10,160000,11680,11800,527
228,11680-4173,2020-02,20,2016, 도곡동,래미안도곡카운티,71.85,20,220000,11680,11800,538-3
229,11680-340,2020-02,24,1998, 도곡동,우성캐릭터199,164.97,20,214500,11680,11800,467-24
230,11680-354,2020-02,24,1999, 도곡동,현대비젼21,33.1,20,37000,11680,11800,467-19
231,11680-348,2020-02,24,2002, 도곡동,포스코트,200.9,9,240000,11680,11800,164-6
232,11680-3623,2020-02,25,2006, 도곡동,도곡렉슬,59.9937,10,164000,11680,11800,527
233,11680-3623,2020-02,26,2006, 도곡동,도곡렉슬,84.9984,16,230000,11680,11800,527
234,11680-323,2020-02,28,1999, 도곡동,대림아크로빌,130.545,16,170000,11680,11800,467-6
235,11680-3962,2020-02,29,1978, 도곡동,도곡쌍용예가,112.13,5,194500,11680,11800,933
236,11680-4173,2020-02,29,2016, 도곡동,래미안도곡카운티,59.98,17,190000,11680,11800,538-3
0,11680-3905,2020-03,4,2010, 역삼동,래미안그레이튼(진달래2차),121.54,33,249000,11680,10100,762-3
1,11680-4036,2020-03,5,2012, 역삼동,대명벨리온,17.684,3,21000,11680,10100,727-2
2,11680-3643,2020-03,6,2006, 역삼동,역삼푸르지오,59.8848,21,167000,11680,10100,754-1
3,11680-244,2020-03,7,1996, 역삼동,우성빌라트,129.72,1,83000,11680,10100,797-12
4,11680-4296,2020-03,7,2014, 역삼동,테헤란아이파크,92.6232,21,243000,11680,10100,709-5
5,11680-3570,2020-03,7,2005, 역삼동,역삼동월드메르디앙,81.76,7,125000,11680,10100,795-41
6,11680-462,2020-03,7,2003, 역삼동,지석천평대,59.77,7,52000,11680,10100,789-29
7,11680-251,2020-03,9,1996, 역삼동,한스빌(836),52.27,2,39000,11680,10100,836
8,11680-503,2020-03,9,2004, 역삼동,강남역우정에쉐르,26.68,13,32800,11680,10100,823-7
9,11680-4296,2020-03,10,2014, 역삼동,테헤란아이파크,92.6232,1,221000,11680,10100,709-5
10,11680-3622,2020-03,16,2005, 역삼동,e-편한세상,84.991,7,205000,11680,10100,755-4
11,11680-275,2020-03,19,2002, 역삼동,대우디오빌,30.03,11,34000,11680,10100,720-25
12,11680-3621,2020-03,19,2005, 역삼동,역삼래미안,59.4,11,156000,11680,10100,757
13,11680-3622,2020-03,27,2005, 역삼동,e-편한세상,59.606,5,162000,11680,10100,755-4
14,11680-573,2020-03,2,1982, 개포동,개포주공 1단지,58.08,1,226000,11680,10300,141
15,11680-280,2020-03,3,1992, 개포동,성원대치2단지아파트,49.86,4,124000,11680,10300,12
16,11680-573,2020-03,4,1982, 개포동,개포주공 1단지,56.57,4,309500,11680,10300,141
17,11680-280,2020-03,6,1992, 개포동,성원대치2단지아파트,49.86,10,123500,11680,10300,12
18,11680-573,2020-03,6,1982, 개포동,개포주공 1단지,41.98,5,203000,11680,10300,141
19,11680-290,2020-03,7,1983, 개포동,개포주공 6단지,53.06,11,158500,11680,10300,185
20,11680-278,2020-03,9,1984, 개포동,경남2차,149.21,5,247000,11680,10300,649
21,,2020-03,11,2019, 개포동,래미안블레스티지,84.94,15,263000,11680,10300,1280
22,,2020-03,11,2019, 개포동,디에이치아너힐즈,76.17,2,228000,11680,10300,138
23,11680-290,2020-03,12,1983, 개포동,개포주공 6단지,83.21,4,200000,11680,10300,185
24,11680-573,2020-03,12,1982, 개포동,개포주공 1단지,56.57,1,215000,11680,10300,141
25,11680-280,2020-03,14,1992, 개포동,성원대치2단지아파트,33.18,7,91000,11680,10300,12
26,11680-573,2020-03,19,1982, 개포동,개포주공 1단지,50.38,1,264000,11680,10300,141
27,11680-477,2020-03,20,2002, 개포동,리더스,84.16,6,62000,11680,10300,1164-25
28,11680-280,2020-03,23,1992, 개포동,성원대치2단지아파트,39.53,8,102250,11680,10300,12
29,11680-279,2020-03,25,1992, 개포동,삼익대청아파트,60,14,138000,11680,10300,12
30,11680-290,2020-03,26,1983, 개포동,개포주공 6단지,73.02,12,167500,11680,10300,185
31,11680-573,2020-03,27,1982, 개포동,개포주공 1단지,49.56,3,235000,11680,10300,141
32,11680-280,2020-03,30,1992, 개포동,성원대치2단지아파트,33.18,9,85000,11680,10300,12
33,11680-573,2020-03,30,1982, 개포동,개포주공 1단지,50.64,3,190000,11680,10300,141
34,11680-573,2020-03,30,1982, 개포동,개포주공 1단지,50.64,4,194000,11680,10300,141
35,11680-57,2020-03,2,1997, 청담동,연세빌라(102-6),125.64,13,185000,11680,10400,102-6
36,11680-3736,2020-03,2,2007, 청담동,청담범신칼릭스빌2차,102.69,5,148000,11680,10400,109-16
37,11680-4004,2020-03,3,2011, 청담동,청담자이,82.952,14,239000,11680,10400,134-38
38,11680-65,2020-03,11,1994, 청담동,청강(건영),84.595,5,190000,11680,10400,108
39,11680-4364,2020-03,11,2015, 청담동,청담스위트,13.425,6,24500,11680,10400,34-13
40,11680-3574,2020-03,12,2005, 청담동,휴먼스타빌,35.905,20,59300,11680,10400,5-25
41,11680-33,2020-03,20,1999, 청담동,삼성청담아파트,114.83,18,190000,11680,10400,42
42,11680-369,2020-03,26,2000, 청담동,상지리츠빌4B,172.98,5,220000,11680,10400,114-18
43,11680-3608,2020-03,6,2005, 삼성동,삼성동에스케이뷰,84.88,7,165000,11680,10500,101
44,11680-3608,2020-03,6,2005, 삼성동,삼성동에스케이뷰,117.42,7,187000,11680,10500,101
45,11680-3645,2020-03,7,2005, 삼성동,삼성동신영지웰,84.32,14,98000,11680,10500,114-11
46,11680-434,2020-03,9,2003, 삼성동,LG선릉에클라트(A),36.16,5,34000,11680,10500,142-7
47,11680-3819,2020-03,10,2008, 삼성동,아델하우스,206.1,3,292000,11680,10500,64-5
48,11680-191,2020-03,14,1998, 삼성동,풍림(1차),59.7,11,149900,11680,10500,106
49,11680-472,2020-03,18,2004, 삼성동,아이파크,156.857,32,427000,11680,10500,87
50,11680-177,2020-03,27,1998, 삼성동,서광아파트,59.67,10,141000,11680,10500,2
51,11680-531,2020-03,7,2003, 대치동,대우아이빌멤버스(891-26),36.566,8,35000,11680,10600,891-26
52,11680-601,2020-03,9,2005, 대치동,동부센트레빌,121.74,4,325000,11680,10600,670
53,11680-218,2020-03,10,1979, 대치동,은마,76.79,2,195000,11680,10600,316
54,11680-211,2020-03,11,1983, 대치동,선경1차(1동-7동),84.35,3,259600,11680,10600,506
55,11680-216,2020-03,14,1984, 대치동,개포우성2,127.78,1,295000,11680,10600,500
56,11680-530,2020-03,20,2004, 대치동,대우아이빌명문가(891-23),33.06,8,33500,11680,10600,891-23
57,11680-205,2020-03,21,2000, 대치동,대치삼성,97.35,20,220000,11680,10600,1014-3
58,11680-216,2020-03,23,1984, 대치동,개포우성2,127.78,12,340000,11680,10600,500
